0.030945,-0.21107,-0.1478,-0.23667,0.22287,0.097804,-0.25045,0.11215,-0.21101,-0.054463,0.17898,0.091827,0.20105,-0.18956,0.07307,0.20813,0.18575,-0.044661,-0.079927,-0.013032,-0.13308,0.13831,0.027445,-0.11812,-0.16466,0.17803,-0.035208,-0.041043,0.022231,0.18303,-0.21341,0.23202,-0.34746,-0.34758,0.30622,-0.23132,-0.1024,0.15734,0.26371,-0.069484,-0.056693,0.098692,-0.098278,0.24887,-0.0069886,-0.059939,-0.17657,0.35419,-0.14274,0.2488
0.10785,0.020985,0.0096698,-0.16135,0.049785,-0.088816,0.18578,-0.09777,0.091404,0.2593,0.13352,0.033958,0.13435,-0.0041587,0.067978,0.023217,0.041784,0.26659,0.14302,-0.15735,-0.058255,0.10366,-0.18287,0.122,-0.075128,-0.16514,-0.18881,-0.145,-0.059012,-0.25486,-0.0032036,0.23803,0.25936,0.090728,0.070125,-0.26042,-0.12793,0.1487,0.25911,-0.02088,-0.045821,-0.11033,-0.25196,0.16368,0.25615,-0.15961,-0.12406,0.21734,0.32191,0.12691
-0.16103,0.093712,0.36736,0.054611,0.010624,0.19846,0.19211,-0.19656,0.073097,0.092749,0.093396,-0.10901,-0.21818,0.08285,0.19698,-0.30848,0.17727,0.20134,-0.16944,0.15641,0.23026,0.11528,-0.31054,0.22328,-0.042754,0.076716,-0.084286,0.022542,-0.137,-0.16427,0.038682,-0.087579,-0.057898,0.2069,0.052178,-0.23619,-0.02872,0.053414,0.096439,-0.14615,-0.30469,-0.34658,-0.17677,-0.23405,0.28213,-0.18116,-0.25994,-0.015862,0.24019,-0.028599
0.15439,0.26691,0.25762,0.14244,0.084562,0.09675,-0.020161,0.20579,0.063957,0.028601,0.12072,-0.32202,0.10351,0.075901,0.099559,-0.31863,0.08576,-0.0062911,0.12487,0.087915,0.30882,0.11764,-0.0038859,0.0017585,0.12367,0.068754,-0.10467,-0.19329,0.1449,-0.15938,0.049743,0.007554,0.30689,0.086763,-0.1269,-0.32894,0.17968,-0.23258,0.26681,-0.16086,-0.32063,0.03867,0.04034,0.1624,-0.038671,0.031808,-0.26699,0.10067,0.10984,-0.32087
-0.18559,0.26289,-0.057629,-0.1843,-0.10532,-0.10401,0.041391,-0.095301,-0.074725,0.0084363,0.20126,-0.26011,-0.17562,-0.092844,0.22083,-0.0047114,-0.084804,0.29213,0.071048,-0.076198,0.41272,0.2178,-0.011248,0.20882,0.31113,-0.044671,0.10758,-0.025866,0.26779,0.15658,-0.13705,-0.001068,0.17567,-0.15851,0.09132,-0.29566,0.31895,-0.057153,0.064893,0.059198,0.057544,-0.043853,-0.042287,-0.22731,0.1288,0.23623,0.044252,-0.23899,0.082248,0.017037
-0.073866,0.22582,0.11708,0.072978,-0.18029,-0.10474,-0.17883,-0.094866,-0.028009,0.04352,0.11677,0.031489,0.05868,0.20954,0.31603,-0.16532,0.022494,0.26251,0.097548,-0.078469,0.33918,-0.10371,0.11679,0.21149,0.021655,-0.18923,0.11574,0.065653,0.086716,-0.033015,-0.20884,-0.0074797,0.23319,0.095452,-0.094455,-0.17765,0.32468,-0.0010158,0.067695,0.22,-0.028652,-0.3474,0.062454,0.1958,-0.11201,-0.081366,-0.13859,-0.12566,0.14206,0.18034
0.070495,0.18655,-0.12519,-0.23427,0.15014,-0.095125,0.037654,-0.19737,-0.36667,-0.024017,0.24688,-0.2435,-0.12872,-0.19239,0.2961,-0.22802,0.039429,-0.16216,0.096723,0.075039,0.13706,-0.012515,0.064337,0.2362,0.031267,0.042928,0.2242,-0.20503,0.11625,0.062144,-0.18946,-0.19504,0.087953,-0.013947,0.20512,-0.17239,0.19731,0.30779,0.13195,-0.026766,-0.0833,0.028429,0.075532,-0.11058,0.15777,-0.21565,-0.024694,-0.16013,-0.17811,-0.067711
-0.03194,0.14016,0.24308,0.18114,0.1638,-0.19251,0.030639,0.2048,-0.25536,-0.044184,-0.1605,-0.30509,-0.014065,0.01416,-0.14224,0.19483,0.31354,0.20738,-0.09385,0.14957,-0.12998,0.18095,-0.10916,0.0402,0.30911,0.016354,0.1207,-0.083294,0.0079416,-0.22886,-0.071718,-0.17401,0.174,0.10369,-0.18781,0.067016,-0.023466,-0.10586,0.10654,-0.091247,-0.23861,-0.14323,0.093157,-0.089867,-0.26268,-0.022351,-0.0015695,0.062116,-0.098412,0.16181
-0.051075,-0.0091648,-0.092995,0.10551,-0.030958,0.20602,0.017716,0.10428,-0.035521,0.035915,0.11687,0.11068,-0.12162,0.23943,-0.16128,-0.0014434,0.27594,-0.11723,-0.10401,-0.17607,-0.073466,-0.24599,0.21261,0.13103,0.26374,-0.094611,-0.085993,0.13817,0.31189,0.071201,-0.17854,0.20545,0.037714,0.14658,-0.098226,-0.068401,0.042687,0.16771,0.16399,0.13534,0.083701,-0.29469,-0.2048,-0.065756,0.11698,-0.12236,0.10905,-0.046699,-0.21416,-0.11168
-0.14737,-0.14501,-0.22489,0.2434,-0.020429,0.20838,-0.16133,0.0068482,-0.20832,0.017299,-0.18748,0.066926,-0.14978,-0.025005,-0.0018435,0.0037241,-0.073242,0.15529,0.06717,0.069158,-0.12568,0.030824,0.23235,0.14766,-0.079628,-0.11376,0.23031,-0.21921,0.014067,0.16922,-0.16899,0.0061826,-0.27317,0.21221,0.18302,0.072379,-0.21774,-0.094709,0.021436,0.067593,0.13243,-0.17942,-0.18939,-0.1503,-0.19498,0.16333,0.12988,0.27724,0.067858,0.07879
