-0.48099,0.027935,-0.73468,-0.33324,-0.60494,-0.39947,-0.43597,-0.55179,-0.29966,-0.25518,-0.4893,-0.59994
-0.81633,0.60982,0.30363,0.799,-1.2306,-0.64173,-0.46547,-0.10448,-0.4727,1.2439,-0.4183,-1.4064
0.16747,-1.1255,0.8467,-1.7983,-1.9909,0.51193,0.86357,0.3181,-1.4795,0.40902,-0.40192,0.52385
0.27445,-0.041863,0.5404,-1.099,-0.57728,-0.052032,0.75502,0.52966,-0.56973,-1.2525,-0.89532,-1.3909
-1.8853,-0.19918,-1.2263,0.11093,0.04367,-0.029679,0.50532,0.70295,0.96063,-1.6303,-0.72128,0.8525
-0.55366,0.35417,-0.16842,-0.17529,-0.45909,-0.30879,0.038074,-0.27705,-1.7975,0.59,0.14527,0.42331
-0.43348,-0.3216,-0.4839,-0.3939,-0.3794,-0.21392,-0.37974,-0.54774,-0.30853,-0.03798,-0.45035,-0.36283
-0.13608,-0.11462,-0.5595,-0.77972,-0.43833,0.4818,-0.0077073,-0.20722,-0.066893,0.10006,-2.2512,-0.74809
-0.57336,-0.1848,-0.62595,-0.43723,-0.30282,-0.29015,-0.3324,-0.66292,-0.58531,-0.13807,-0.33418,-0.49169
-1.1313,0.13346,1.5447,1.105,-1.1653,0.34752,-1.1266,-2.269,0.49566,-0.85001,-0.92008,0.36307
0.68591,-1.6766,0.48768,0.72172,1.35,-0.96309,-1.5724,0.73592,0.71774,-1.0519,-1.2306,-1.3408
0.34817,0.19126,0.052044,0.0018008,0.58663,0.2168,-1.3758,0.41116,0.066105,0.28897,-1.1237,-1.8609
-0.40863,0.55557,0.4,0.39751,-1.1841,-0.45041,-0.59264,-1.7497,0.43457,0.52812,-1.3892,0.36681
-0.63028,0.71252,0.83779,0.67413,-0.87238,-0.61397,-1.2547,-0.38814,-1.503,-0.013148,1.2411,-0.92438
-0.63898,-0.18996,-1.3071,0.090298,1.0113,-1.2358,-0.79678,1.3383,-0.56936,-0.93098,0.30212,0.8516
0.91925,-0.8871,-1.3206,-1.1167,0.45163,-0.98449,0.64448,0.51668,-0.35045,-0.8621,0.32138,-0.85143
-0.88402,-0.054109,-0.70345,-0.50625,0.073819,-0.20665,-0.30414,-0.99083,-1.1608,-0.060209,0.0091705,0.15511
0.90465,-1.2955,-0.89466,-1.0421,0.34694,1.1344,0.2047,-0.3129,-0.82065,-0.69362,1.1381,-1.4743
-0.64471,-1.4035,-0.95378,-0.90676,0.41084,-0.46931,1.2398,1.9229,-0.40041,-0.53941,-0.47301,-1.1358
-0.13111,-0.41554,-0.27196,-1.2336,-0.54335,-0.022823,0.053064,-0.88345,1.5176,-0.58223,1.0594,-0.27419
0.86335,1.0577,0.80104,-0.96004,0.28334,-1.044,-1.1993,0.32263,0.14712,-1.6906,-0.081439,-1.1861
-0.90642,-1.0328,1.263,-0.85712,-0.4327,-0.36231,0.54907,1.4257,-0.57942,-1.1687,-0.23332,0.32021
0.41076,-1.7503,0.90165,0.60242,-0.97806,0.72303,-1.0098,-0.97097,-1.8165,0.37107,0.24992,-0.98376
0.29424,-0.71611,-1.8839,0.47027,0.71144,0.79736,-0.71557,-1.3889,-1.0598,-0.07914,0.36494,-0.067177
-0.29198,-0.44618,-0.83021,-0.82812,-0.59862,-0.22662,0.20569,-0.16454,0.33234,0.12669,-0.22591,-0.016629
-0.13874,-0.73709,0.51128,-1.2125,-1.7088,0.34121,0.83797,-0.91357,1.0092,0.76661,-0.80718,-0.90364
-1.0804,-1.7788,0.85156,1.2172,-0.23981,1.0742,-1.0464,-0.60852,-1.4085,-0.86124,0.66009,0.68041
0.75247,-1.1169,-1.0062,-1.0774,-0.18508,-1.5382,0.022074,-0.12582,-0.73148,0.68183,-0.36605,0.87344
-0.8266,-0.42498,-0.43075,0.67446,0.27336,-0.35805,0.13597,-0.1792,-1.1061,0.59345,-1.261,-0.0031009
0.54254,-0.24132,-1.2942,-0.65238,-0.71825,-1.1241,0.030695,1.2597,-0.93932,1.12,-0.71147,0.15123
-0.4223,0.77593,0.61566,-0.59238,-0.79962,-0.41229,-0.15388,-0.7167,-0.31958,-0.31781,-0.11136,0.20136
-1.087,0.40384,-0.06413,0.76721,0.89374,-1.5169,-1.6691,0.35395,0.89971,0.71152,-0.82418,-1.0775
-1.3887,-0.95479,-1.4607,0.33298,0.34681,0.6241,0.54182,-0.58335,0.9277,-0.59791,0.39562,-1.0705
0.64662,-1.3119,0.6953,-1.1019,-1.0495,0.52271,0.21191,-0.66542,-0.049797,-0.30865,-0.92344,0.19695
