-0.60089,-0.11152,-0.42845,-0.53945,-0.77158,-0.33924,-0.52171,-0.68435,-0.4034,-0.73713
-0.068785,-0.70348,-1.4397,0.26121,0.27908,0.074368,-0.50028,0.46787,0.23219,-0.54603
-1.0997,-1.4234,0.62609,0.64318,-0.54351,-1.2597,-0.72838,0.63073,-0.45468,0.82315
-1.7678,0.38372,0.91047,0.18333,0.1332,-0.50719,-0.84638,-0.20358,-2.0808,1.0331
0.99124,-0.57811,1.1341,-0.59519,-0.579,-0.34855,-0.46547,-0.71138,-1.7868,1.1436
0.71815,-0.15702,0.20953,1.0954,-0.64458,-1.4328,-1.6211,0.37734,1.0291,-1.3394
-0.52139,0.57502,0.7253,-1.8438,-0.19336,-0.18458,-0.88783,0.68735,0.12571,-0.059348
-0.35508,-0.66653,-0.70192,-0.3625,-0.44568,-0.20908,-0.74111,-0.37864,-0.24531,-0.89583
-1.114,-1.1352,-0.3556,0.29296,-1.2613,1.505,-0.89896,0.56819,-0.92377,0.072077
-1.2054,-0.61608,-1.368,0.54715,-0.063768,0.79005,-0.0059248,-0.90754,0.76787,-2.0224
-0.98693,-0.67434,-0.33564,-1.4955,-1.215,1.637,2.1468,-0.14916,-1.945,-0.66541
-0.26102,-0.28992,0.62599,-1.4226,-0.28578,-0.71609,0.088234,-1.0104,0.26819,-0.070931
-0.21019,0.044872,-0.013422,-1.2406,0.072318,0.46776,-0.2259,0.15716,-1.7384,-1.2666
-1.4298,0.5844,-0.34284,-1.9039,0.11518,0.7582,1.1017,-0.32278,-1.1716,-1.0199
-0.77444,0.52277,-1.1447,-1.1881,0.71853,-1.1598,-1.0349,1.713,-0.15446,0.65446
0.75988,-0.072126,0.037902,-0.058918,-0.87956,1.0745,-1.3384,0.37893,-1.7174,-1.5645
1.5018,-1.556,-0.7413,-1.4681,0.98684,-2.2775,0.95522,-0.78484,1.4932,-0.67418
0.15047,-0.11957,-0.099609,-0.39447,-0.57364,-0.61848,0.75073,-0.95697,-0.4903,-1.0156
-0.87502,-0.50906,1.6763,-0.84355,-0.40361,-0.072178,-0.44851,-0.1814,0.36041,-0.57868
-0.61362,0.47771,-0.62605,-0.98,-0.77139,-0.71315,-0.38542,0.95064,-0.49261,-0.48114
-0.0039534,0.037016,0.060119,-0.11818,-0.065416,0.10954,-0.28548,-0.38582,-1.0615,0.20679
-0.14559,1.1339,-0.54324,-0.39107,-1.1808,-1.0488,-0.35808,0.70269,-0.51201,-0.69635
0.15675,1.5272,-0.29637,0.0010682,-1.6899,1.1526,-2.3158,-0.5305,0.83932,-0.56893
0.31478,-1.1294,-1.0894,-1.2031,1.0282,-1.6065,0.75576,-0.87223,0.37557,0.18471
0.13547,-0.1565,0.23627,0.30882,-0.78635,-0.79848,-1.3079,-0.4628,0.33549,-0.88956
0.15263,-2.5901,0.26835,0.72043,0.24184,-0.28649,-0.066953,-1.1458,0.28296,-0.99446
-0.79145,-1.5649,0.10077,1.2535,-0.61881,-1.1527,-0.62653,0.22781,-1.2508,0.79374
-0.90665,1.5381,-0.24762,-0.87597,0.69596,-0.55361,0.79669,-0.46951,-0.83034,-0.96464
-0.74135,-0.76516,-0.94377,1.4761,0.084512,-1.0355,-1.4402,-0.14252,-0.48939,0.74044
-1.8246,0.19253,-1.3091,-0.91202,0.014928,0.7406,0.30429,-1.6611,1.2928,-0.19906
0.040878,-1.4052,-1.6741,-0.57099,-1.0972,0.1693,0.04704,-0.40334,0.46328,2.0111
-0.1202,-1.1327,0.093581,-0.29507,-0.73443,-1.1854,0.41353,-0.5492,0.90045,-1.1439
0.40222,0.52204,-0.68304,1.0258,-0.94638,-0.092488,-0.38416,-1.5122,1.1132,-2.0277
-0.98809,-0.94362,-0.87254,0.23912,-0.9853,0.52536,-0.68658,-0.62506,0.30882,0.51246
-1.3412,0.67639,0.87438,-0.20436,-0.79129,-0.18459,-0.13614,-1.5006,-0.4216,0.30601
-0.44246,0.51816,0.17655,0.32668,-0.81729,-0.54577,-0.1386,-1.847,-0.020556,-0.28573
-0.94931,1.3117,-0.59414,-1.8193,1.4923,-0.76314,-0.99556,1.164,-0.24462,-0.70438
-0.81691,0.004448,-0.78018,-0.30179,-0.92952,-0.80096,0.016572,-0.65186,0.18341,0.57471
-0.72189,1.3015,-0.7541,-1.5732,0.20732,-1.6863,0.61582,-1.8605,0.49032,1.689
1.9021,-0.22777,1.046,-0.66814,0.019083,-0.12661,-0.28003,-1.1006,-1.9266,-0.63484
-0.12436,-0.86878,0.022294,-0.97835,-0.037147,0.29295,0.48719,-1.6625,0.015277,-0.45859
-1.2335,-1.5759,0.29034,0.89895,-0.70886,-0.7182,-1.0233,0.98494,0.25129,-0.50127
0.71394,0.098205,0.43389,-1.1595,-1.4943,0.41735,0.7477,0.012283,-2.7289,-0.52438
0.56279,0.28861,-0.8233,-0.10241,-1.1977,0.77404,0.050175,-0.91162,-1.1495,0.72086
-0.41745,-0.21607,0.41266,-1.1212,-0.28435,0.11385,-0.36884,-0.43071,-0.35725,0.75888
-0.48734,0.46007,0.35883,1.1867,0.57657,0.14311,-0.70762,0.27776,-2.3783,-1.4545
-0.49607,-1.9958,-0.30866,-1.3175,2.2702,0.32542,-0.67131,0.57321,-0.33527,0.64248
0.0019538,-1.1888,0.4019,-2.1304,0.63265,-0.45033,-0.055467,0.81871,-0.41997,0.85306
1.7512,-0.5987,-1.8676,0.42212,0.72773,-0.029916,-2.2894,0.28035,-0.56527,-0.50921
-1.047,-0.0060796,-1.1099,-0.017149,-0.66397,0.05483,-1.5466,-0.036164,0.70379,1.3631
0.47669,0.027482,-0.2861,-0.73008,0.084215,-0.80581,-0.0089628,0.070602,-0.57562,-1.762
